code,101,102,103,104,105,106,107,108,109,110,111,112
68000020065,42,27,39,229,29,154,27,-21,-29,-25,-60,55
68000020066,47,-69,-100,72,17,35,-16,50,-2,-112,-50,55
68000020067,15,2,-32,-3,-25,36,-43,-32,-59,-97,-19,-17
68000020068,-10,59,-63,115,77,122,10,30,64,-124,-81,57
68000020069,-12,19,-48,39,-47,6,-42,-41,-27,-81,-31,52
68000020070,29,324,98,153,98,142,83,80,-111,-20,-14,52
68000020071,-27,-91,-32,22,145,389,208,69,233,85,-2,2
68000020072,45,-13,-12,23,32,7,70,49,16,-35,-77,-48
68000020073,146,110,39,132,187,147,23,13,59,-88,-12,29
68000020074,0,113,86,94,43,36,14,-25,-57,-126,-27,74
68000020075,79,-33,54,100,55,51,-34,-3,-22,-46,-58,23
68000020076,34,25,25,56,-56,311,57,51,10,-4,-17,-38
68000020077,19,35,18,71,10,58,41,43,-92,-135,-21,35
68000020078,23,6,-42,55,35,4,3,128,184,-15,21,1
68000020079,-6,-3,-50,56,-88,-1,49,52,-10,-55,-76,-17
68000020080,-27,-191,-47,-36,8,-6,16,-24,-74,45,-53,-17
68000020081,16,59,-14,76,87,19,119,-11,44,7,43,58
68000020082,116,10,65,221,21,72,26,52,-29,-48,-41,115
68000020083,-8,5,-16,280,268,130,60,5,59,4,-65,32
68000020084,-5,92,-25,64,22,39,108,48,27,-47,-8,24
68000020085,203,128,150,182,105,121,71,-17,-6,-104,-29,121
68000020086,71,73,155,153,332,441,464,369,553,437,305,331
68000020087,184,70,122,253,275,245,210,221,200,55,-40,24
68000020088,78,164,71,175,92,24,49,130,12,-43,1,30
68000030001,-6,-14,-24,-18,-44,-21,-26,-7,7,-45,-43,-24
68000030002,-30,-2,-19,-22,-7,-30,84,-8,-33,-22,-5,-4
68000030003,-24,26,-70,87,16,-51,-38,13,-33,-49,1,-12
68000030004,-23,93,23,115,18,5,-36,52,-68,-56,-86,8
68000030005,2,-22,-10,-1,25,-23,39,-31,-16,-29,0,-13
68000030006,-32,-22,25,6,-11,8,9,0,-19,-31,-29,-6
68000030007,-75,-39,-84,-5,-19,-16,18,17,-5,-33,-47,15
68000030008,-37,-44,-39,-13,32,-3,-30,-51,-13,-57,-72,0
68000030009,-5,-7,1,-18,1,-15,9,-37,-47,-26,-4,-22
68000030010,-10,-20,-16,-28,-9,-5,19,-22,-24,-15,-24,-33
68000030011,7,-5,-23,17,5,25,51,-58,-4,-38,-40,-10
68000030012,-11,-4,-17,4,0,-13,-4,3,-51,-41,-46,-4
68000030013,-25,-38,-10,-9,41,-22,92,26,-24,-61,-97,13
68000030014,-72,-66,-27,18,24,10,15,-44,-17,-50,-16,-20
68000030015,-72,-41,-29,30,-10,-35,39,-38,-4,-111,-65,3
68000030016,105,48,2,43,21,-30,46,0,-48,-75,-50,28
68000030017,29,36,154,153,114,33,-8,363,485,193,115,141
68000030018,105,148,26,147,108,186,85,75,-57,93,-7,49
68000030019,34,27,48,122,9,58,142,87,80,-60,7,36
68000030020,-13,15,11,-13,35,10,6,14,8,16,89,13
68000030021,11,-27,-67,0,64,101,-8,5,62,-34,92,-38
68000030022,-7,4,-46,55,26,-24,-18,7,-43,-54,-59,0
68000030023,-25,12,-56,75,-13,11,-63,-34,52,-50,-8,101
68000030024,-11,-18,-46,56,-43,-33,-27,259,12,-41,-135,-19
68000030025,28,-64,-17,87,16,-44,-194,-22,-26,-91,-101,-68
68000030026,-10,-23,43,223,138,97,17,30,-2,-132,26,-12
68000030027,54,86,61,214,124,142,96,71,-55,128,38,132
68000030028,25,31,132,131,98,28,119,-5,-3,-23,9,40
68000040001,0,0,-77,-47,43,-31,91,21,96,22,-113,106
68000040002,0,0,-36,-2,-6,8,-23,9,-21,-5,-17,12
68000040003,0,0,-53,25,-3,-19,9,-45,1,-42,-41,9
68000040004,0,0,294,377,265,191,299,209,246,198,284,256
68000040005,0,0,0,64,-29,-12,-43,-42,-52,-107,-58,-26
68000040006,0,0,-6,19,-6,9,17,153,20,-48,7,47
68000040007,0,0,16,99,6,69,-33,-22,-37,-24,-60,29
68000040008,0,0,-14,16,-8,4,-17,-39,1,-18,95,235
68000040009,0,0,16,-46,6,-6,21,-35,-51,-62,4,12
68000040010,0,0,-58,29,13,34,21,-25,37,235,13,27
68000040011,0,0,-25,13,-11,-26,2,-5,-59,-55,-54,18
68000040012,0,0,31,35,6,27,17,21,266,85,214,152
68000040013,0,0,2,160,174,654,177,162,146,262,-21,122
68000040014,0,0,59,215,13,186,56,37,140,294,43,77
68000040015,0,0,283,187,124,145,131,414,45,52,57,50
68000040016,0,0,179,129,43,45,-1,7,-3,-37,64,22
68000040017,0,0,33,42,88,125,88,72,20,23,-59,52
68000040018,0,0,-19,-13,30,-28,-11,-39,-72,-92,-28,19
68000040019,0,0,-83,36,-12,-17,-39,20,-55,-30,-87,-1
68000040020,0,0,-51,-10,-14,-7,-20,18,-55,-53,-47,29
68000040021,0,0,-24,89,49,111,0,46,-42,-60,-38,-4
68000040022,0,0,61,180,48,50,17,91,72,-11,22,31
68000040023,0,0,-14,68,38,-26,-35,-64,34,-78,-61,-78
68000040024,0,0,-31,74,16,20,66,-17,65,98,85,-3
68000040025,0,0,24,191,241,321,143,231,135,112,104,121
68000040026,0,0,23,57,79,12,55,-2,-33,-31,-45,171
68000040027,0,0,374,366,523,792,752,667,576,586,165,291
68000040028,0,0,83,253,132,77,81,216,73,61,-10,93
68000040029,0,0,61,93,77,79,30,-28,5,8,-16,38
68000040030,0,0,-6,36,74,-6,48,-35,9,-95,13,-6
68000040031,0,0,153,205,102,145,67,344,259,118,112,214
68000040032,0,0,-1,98,24,6,29,-59,-75,-36,-7,-14
68000040033,0,0,-19,54,118,103,64,37,-24,23,-22,19
68000040034,0,0,36,121,75,35,195,165,212,311,146,135
68000040035,0,0,13,15,46,35,52,46,-17,19,116,42
68000040036,0,0,225,224,53,331,226,36,57,-31,-28,13
68000040037,0,0,-60,41,114,32,-3,6,35,-65,-23,36
68000040038,0,0,-14,64,36,24,54,19,26,40,69,-2
68000040039,0,0,6,131,131,79,85,73,35,58,42,47
68000040040,0,0,13,112,109,26,29,9,61,-6,-5,28
68000040041,0,0,52,98,54,83,44,-3,17,-4,30,11
68000050001,23,46,979,13,0,-34,-41,13,13,57,-39,-27
68000050002,165,180,-268,98,142,140,138,209,8,48,13,35
68000050003,19,45,-23,106,91,126,229,115,-10,80,22,34
68000050004,71,159,-629,208,187,304,358,166,5,62,59,508
68000050006,26,85,-59,135,46,1,-32,11,0,-59,-139,-101
68000050007,3,82,106,177,172,107,53,64,1,-37,-72,82
68000050008,37,68,-1330,55,71,29,2,117,8,-52,-15,6
68000050009,31,35,-2,48,71,-37,18,3,1,-7,-33,4
68000050010,99,188,-286,16,54,-61,-4,5,2,38,-10,-33
68000050011,45,-38,-12,19,-19,-163,33,-31,1,13,-18,171
68000050012,-47,-42,-7,41,-22,21,-60,-17,-11,-21,-36,-30
68000050013,10,-17,-12,21,10,30,19,0,0,-5,-19,-12
68000050014,-11,-40,-49,7,-18,-2,1,-27,2,-33,-7,-59
68000050015,-4,-98,-3,8,52,28,5,36,-9,-37,-193,-225
68000050016,39,5,10,28,29,46,-12,16,13,-4,-38,34
68000050017,20,-28,612,126,40,50,41,155,55,226,53,80
68000050018,195,197,-27,255,236,244,111,13,-15,-27,-115,152
68000050019,60,13,-39,77,4,-22,28,-9,-1,-68,-27,65
68000050020,-2,124,-14,71,65,72,55,-7,-23,-7,-39,47
68000050021,41,23,0,12,-5,11,15,-29,-1,19,1,50
68000050022,61,168,-8,110,77,24,113,22,-4,-42,41,-13
68000050023,91,29,94,-7,25,-13,21,-5,-6,-61,11,55
68000050024,84,99,23,87,272,112,71,135,5,-10,-8,69
68000050025,275,218,269,186,74,176,165,106,9,59,25,44
68000050026,156,152,215,209,121,140,105,91,2,152,-38,40
68000050027,124,125,77,279,273,202,157,125,42,204,71,97
68000050028,195,197,194,189,92,177,-34,10,-8,-49,-38,13
68000050029,142,143,-34,149,86,39,47,57,2,-69,24,50
68000050030,71,72,-63,-26,1,20,-50,15,15,-21,-8,-28
68000050031,205,200,250,131,125,111,19,28,-8,10,-115,-85
68000050032,122,119,284,165,160,121,60,61,-5,28,-66,-29
68000050033,39,44,-109,114,144,147,137,87,7,-11,-56,115
68000050034,41,47,-36,64,98,120,20,-2,17,-19,-13,-24
68000050035,19,-25,614,-13,52,74,23,26,-9,5,-41,24
68000050036,190,208,-305,384,266,460,347,279,22,87,186,64
68000050037,25,50,1020,183,110,99,42,37,0,93,28,-11
68000050038,191,152,148,124,89,127,103,95,-13,-41,3,-26
68000050039,168,170,4,178,104,47,108,51,-20,27,-72,2
68000050040,32,4,8,23,24,37,61,1,4,-31,24,116
68000060001,-24,23,-117,-7,-14,61,-56,-10,-48,-94,262,1
68000060002,95,45,40,110,111,245,237,267,144,208,392,-89
68000060003,6,33,-9,58,35,117,54,21,-66,98,94,-6
68000060004,-8,-30,56,-56,-1,-25,22,-34,10,16,8,-30
68000060005,54,71,149,191,341,366,278,410,226,124,157,-105
68000060006,65,100,51,136,45,133,33,156,163,44,12,49
68000060007,63,59,105,-8,-7,-15,-20,4,12,-768,-872,-103
68000060008,-62,-73,19,-53,28,8,74,9,-15,-200,-974,-29
68000060010,-23,11,-20,12,29,26,-46,8,-87,-65,111,-72
68000060011,97,92,235,158,113,228,-11,152,57,-191,-505,-18
68000060012,58,88,1,16,33,-18,114,33,-36,-349,-2353,-76
68000060013,83,77,-28,6,3,1,61,7,-43,-197,-810,-43
68000060014,-56,-48,-72,-97,48,-36,38,-32,-144,-255,-1083,-74
68000060015,76,99,-6,-8,9,-14,58,85,-16,-424,-1683,-39
68000060016,19,8,-5,-16,32,20,-14,38,-14,-321,-339,6
68000060017,-2,-17,54,3,-32,14,42,-27,-28,-16,138,6
68000060018,-63,-68,-68,-3,31,43,76,104,52,85,148,73
68000060019,143,229,283,238,155,288,152,239,222,359,881,648
68000060020,52,69,145,185,332,356,270,398,220,121,139,271
68000060021,47,63,132,169,302,325,246,363,200,110,97,273
68000070001,141,164,176,177,159,121,199,-8,264,-9,-107,-12
68000070002,-39,-17,245,382,133,55,-51,11,-110,-179,-110,-26
68000070003,59,35,26,151,90,17,25,41,7,-91,-45,48
68000070004,43,29,35,200,33,100,91,11,-40,-100,-79,218
68000070005,6,-29,-14,1,-4,113,83,89,-57,-72,-44,-60
68000070006,89,37,-29,94,-5,51,95,-16,9,-111,-31,-84
68000070007,8,32,7,9,-16,-26,-18,-30,-10,-14,-64,43
68000070008,207,241,259,260,233,178,77,93,29,-71,24,0
68000070009,2,-9,20,-7,-2,0,5,5,96,32,-45,25
68000070010,-164,5,18,34,1646,743,491,75,196,2901,4328,3089
68000070011,23,26,48,103,-1,36,11,25,-7,-27,20,16
68000070012,24,14,7,29,32,38,0,3,26,-28,-53,27
68000070013,24,48,175,117,102,51,-68,2,-75,-66,-4,-2
68000070014,-11,12,-32,-38,-56,-10,-109,107,-99,-103,-159,2
68000070015,10,-107,-46,-47,9,-17,25,-84,-103,-122,-168,-60
68000070016,29,-24,10,73,70,31,-39,-1,30,-18,-150,8
68000070017,28,-45,-39,-15,61,4,-18,28,-1,-35,-11,-45
68000070018,41,0,-59,51,-15,60,33,88,30,19,-35,59
68000070019,-8,-95,4,-4,171,191,118,6,-21,-11,233,49
68000070020,119,86,1,214,25,225,365,463,305,197,522,422
68000070021,75,9,9,115,18,46,34,51,-50,-9,-5,3
68000070022,-21,45,19,81,-17,32,85,105,16,-107,-59,-8
68000070023,-25,-5,55,29,-25,15,-12,5,-65,-45,-29,30
68000070024,-56,-91,29,19,52,91,128,45,9,-39,-17,28
68000070025,-66,-57,-44,128,278,263,198,62,61,-73,-29,129
68000070026,44,11,-24,90,25,42,-43,16,-57,-21,-89,-33
68000070027,157,7,101,245,337,175,218,109,34,-1,-53,475
68000070028,500,315,256,515,364,406,285,201,-12,-100,-131,104
68000070029,121,42,33,248,127,190,142,147,486,57,743,407
68000070030,85,73,55,108,81,48,25,-51,53,62,151,151
68000070031,-317,10,35,66,3194,1442,482,658,484,401,872,988
68000070032,122,142,153,154,138,105,102,74,49,152,131,32
68000080001,47,83,238,273,417,422,408,412,423,150,255,164
68000080002,51,91,260,299,457,462,447,451,463,164,279,156
68000080003,19,36,224,956,528,490,511,684,577,495,287,661
68000080004,-118,-31,-49,-6,-40,30,-20,-32,-46,-17,-100,15
68000080005,38,-109,-41,29,63,22,-36,54,-92,-78,-33,9
68000080006,-21,-1,-28,73,24,-28,16,-26,-52,-103,-55,26
68000080007,-117,24,-16,55,71,64,5,-20,-81,-129,6,-15
68000080008,263,132,26,148,72,164,145,59,32,-1,-47,12
68000080009,-86,-10,-38,59,4,23,14,2,130,4,7,-46
68000080010,-69,-15,-59,73,27,1,51,102,10,5,-45,-13
68000080011,93,-40,-27,87,1,-29,5,21,-48,-36,-49,-14
68000080012,-58,-2,93,94,131,20,54,12,-54,-97,-50,-23
68000080013,145,-16,-3,74,-6,-20,-16,-7,-82,-62,-70,-103
68000080014,205,-8,-2,126,91,24,27,34,29,107,-73,33
68000080015,25,16,-73,108,158,167,58,39,12,-22,-16,-10
68000080016,217,108,-18,124,205,131,38,61,99,67,57,211
68000080017,479,15,47,245,268,346,321,280,72,73,48,216
68000080018,-26,-14,-11,2,-10,1,0,-1,5,16,-50,9
68000080019,-92,-66,35,29,46,-33,11,-23,48,-92,-45,-75
68000080020,-61,-22,-16,84,25,51,-21,-50,4,-51,-6,-13
68000080021,-11,4,93,-9,11,98,30,13,-34,6,-51,-6
68000080022,137,15,-121,181,85,3,70,4,20,6,-78,14
68000080023,312,120,107,180,60,109,-9,104,181,-33,-32,87
68000080024,-186,-83,3,38,-25,-68,-93,19,-57,-31,-86,-4
68000080025,36,104,30,81,39,51,89,31,58,-94,-21,-30
68000080026,116,0,27,113,43,64,69,-31,5,-72,-99,-9
68000080027,265,120,378,260,325,124,255,115,75,17,84,78
68000080028,4,-80,-42,269,50,105,11,-9,-31,-63,-34,-25
68000080029,-58,-63,-33,28,24,34,40,-3,-20,-59,-47,10
68000080030,347,107,-30,104,43,27,-32,-28,480,-39,-60,284
68000080031,-75,7,-7,-4,63,56,30,11,-30,-27,35,48
68000080032,-41,29,2,-12,54,43,-10,-2,12,-3,10,20
68000080033,-35,-37,-32,142,59,76,33,43,-24,-49,-63,50
68000080034,-20,-22,-6,4,15,12,9,19,-43,9,30,-4
68000080035,-24,-78,-35,9,-7,49,-18,-23,-7,-11,-36,13
68000080036,17,43,71,61,51,71,5,-17,23,-33,-11,18
68000080037,-63,8,29,43,26,44,14,8,-5,-43,-118,22
68000080038,219,3,93,226,156,99,93,104,158,-11,92,156
68000080039,136,-23,42,87,63,51,-9,-20,9,14,-19,35
68000080040,-109,-5,17,147,77,28,71,15,92,-29,44,38
68000080041,-12,83,161,44,59,82,62,31,11,-9,-10,17
68000080042,12,-36,32,90,345,398,258,231,114,538,268,143
68000080043,124,57,4,110,41,96,63,60,-42,-40,-26,88
68000080044,-73,4,-31,66,45,7,19,0,-74,-28,-52,0
68000080045,-123,-16,25,-5,-7,-23,-17,12,-45,-50,-42,5
68000080046,90,43,35,39,74,56,-34,-5,-18,-98,-99,130
68000080047,-40,-68,-53,21,12,8,-22,-5,-88,-57,-64,278
68000080048,3,-16,-5,15,75,19,42,-52,-67,-42,-14,-31
68000080049,44,79,226,260,398,402,388,392,402,143,371,132
68000080050,31,55,158,182,278,281,272,275,282,100,246,33
68000080051,44,79,226,260,398,402,388,392,402,143,352,661
68000090001,9,80,12,113,63,164,71,52,-13,56,-10,-38
68000090002,58,47,-12,106,136,630,270,65,86,247,265,504
68000090003,10,-13,18,87,51,9,102,93,233,285,129,91
68000090004,-31,5,22,92,62,19,5,9,-77,-26,-50,15
68000090006,16,-2,109,157,97,42,56,39,11,1,-18,-29
68000090007,6,21,6,-2,79,100,32,26,31,-21,106,-41
68000090008,-18,-3,-2,-4,19,-15,-8,4,-6,-35,44,-46
68000090009,-36,1,65,67,109,18,67,60,10,-54,83,27
68000090010,177,77,36,267,460,398,84,-54,57,83,30,68
68000090011,-19,-72,-9,-26,-28,-18,23,-2,-23,-98,-26,36
68000090012,8,61,81,71,148,64,66,53,65,15,44,20
68000090013,-26,39,114,-12,39,23,1,41,56,-2,13,85
68000090014,-20,70,4,62,4,21,47,-66,-76,-97,-32,12
68000090015,-134,-66,-61,83,45,155,26,-28,-29,9,-22,110
68000090016,1,11,14,12,26,11,11,9,11,3,88,-19
68000090017,-20,-18,-26,-13,-3,-10,18,11,-54,3,-35,68
68000090018,23,12,37,106,61,27,71,73,-7,94,185,246
68000090019,-71,-74,-17,33,48,65,13,57,45,-9,11,25
68000090020,16,-48,-50,34,14,-46,-31,37,-38,-31,-100,-29
68000090021,-8,27,-17,24,-2,54,81,215,64,25,34,-18
68000090022,65,123,33,171,122,61,94,21,12,-38,1,101
68000090023,133,5,170,183,3,2,25,4,-68,-16,-28,46
68000090024,6,43,5,71,0,9,8,19,-26,-76,6,11
68000090025,126,36,-57,175,24,-402,132,28,21,29,23,21
68000090026,107,107,77,82,67,48,52,13,-79,-19,0,-65
68000090027,-7,41,-7,41,9,23,80,-25,-18,-1,-9,-8
68000090028,-27,124,-25,105,-5,32,-128,-6,84,-106,-35,72
68000090029,26,10,47,41,29,26,-5,0,-22,-41,4,0
68000090030,-115,-87,-59,8,17,51,-8,-62,6,-85,-63,25
68000090031,-65,-45,-64,12,-16,4,-47,45,-17,-83,-62,15
68000090032,-7,37,-6,37,9,21,109,95,102,15,3,219
68000090033,4,33,43,38,79,34,35,29,35,8,35,106
68000100001,1,56,-16,65,31,21,-31,-18,-53,-95,-16,26
68000100002,62,-35,-36,146,-31,46,-33,58,40,-42,-9,180
68000100003,-25,-40,-12,143,71,-46,37,117,-41,-10,62,46
68000100004,-115,252,48,172,92,71,49,53,-92,-128,-85,57
