code,102,103,104,105,106,107,108,109,110,111,112
68000070010,1342,1360,1394,3040,3783,4273,4348,4544,7445,11773,14862
68000010050,8991,9134,9285,9637,9941,10546,11025,11649,12145,12659,13033
68000020032,2314,2510,2901,3368,3880,4545,5505,7677,8925,10238,12460
68000010059,9792,9920,10181,10479,10869,11011,11283,11408,11262,11318,11519
68000070028,9427,9683,10198,10562,10968,11253,11454,11442,11342,11211,11315
68000020043,5001,5361,5860,6668,7581,8346,8939,9690,10474,10760,11289
68000070031,2605,2640,2706,5900,7343,7824,8482,8966,9367,10239,11227
68000020034,10453,10498,10641,10761,10925,10984,11088,11147,10957,10863,10994
68000010051,9047,9297,9634,9891,10218,10412,10509,10538,10681,10760,10884
68000040027,5523,5897,6263,6786,7578,8330,8997,9573,10159,10324,10615
68000010074,9549,9613,9867,10045,10200,10270,10354,10216,10116,10016,10122
68000040004,7369,7663,8040,8305,8496,8795,9004,9250,9448,9732,9988
68000070020,6781,6782,6996,7021,7246,7611,8074,8379,8576,9098,9520
68000080017,7575,7622,7867,8135,8481,8802,9082,9154,9227,9275,9491
68000010030,5463,5528,5625,5769,5951,6314,6976,7527,8369,8818,9148
68000010004,7475,7686,8121,8421,8644,8803,9007,9078,9042,9095,9128
68000060002,7457,7497,7607,7718,7963,8200,8467,8611,8819,9211,9122
68000010061,8093,8186,8394,8556,8792,8856,8958,8881,8833,8856,9050
68000060019,5412,5695,5933,6088,6376,6528,6767,6989,7348,8229,8877
68000100033,6110,6362,6794,6969,7395,7901,8264,8515,8621,8738,8864
68000010010,5431,5423,5468,5672,5895,6300,6731,7266,8208,8559,8798
68000010048,7522,7661,8072,8441,8635,8718,8692,8703,8599,8560,8760
68000100046,6681,6968,7486,7842,8090,8221,8193,8271,8409,8527,8754
68000020027,7828,7876,8021,8134,8213,8402,8509,8565,8613,8625,8712
68000100028,8038,7900,7980,8040,8040,7999,8439,8676,8670,8662,8630
68000010057,5491,5744,6370,6975,7276,7500,7841,8068,8141,8180,8387
68000010023,7488,7456,7674,7894,8073,8259,8346,8419,8288,8332,8285
68000010071,5688,6170,6611,6791,6980,7329,7772,8073,8177,8186,8281
68000010049,6583,6816,7149,7382,7567,7750,7830,7895,7984,8117,8263
68000010024,7274,7244,7358,7497,7610,7774,7819,7936,8093,8203,8246
65000170008,13686,15063,15975,17379,18627,20688,23111,25892,28015,29868,32097
65000170007,16636,18018,19202,20425,21675,23277,24901,26848,27780,28908,30760
65000100008,6131,7523,9755,11657,13282,15638,18030,20333,22407,24452,26579
65000090027,13264,14071,14731,15463,15941,16430,16729,16998,16834,16847,17171
65000070024,13670,14373,14710,15157,15453,15776,15995,16260,16144,16174,16676
65000140001,12557,12864,13286,13618,14114,14532,15010,15338,15526,15657,15848
65000050053,10050,10214,10354,10671,10983,11497,12359,13264,13900,14655,15399
65000010124,15026,15106,15129,15105,15179,15027,14994,14990,14791,14635,14558
65000060016,11423,11539,11578,11709,12248,12683,13238,13727,13947,13978,14163
65000050015,10924,11073,11220,11233,11993,12353,12746,13118,13247,13785,14049
65000050076,11491,11541,11752,11782,11924,12033,12407,12817,13138,13408,13610
65000150018,5781,6191,6680,7372,8063,9068,10326,11227,11664,12233,13163
65000050048,10927,11084,11251,11402,11625,11854,12066,12327,12536,12646,12808
65000170003,9028,9268,9607,9920,10125,10604,11317,11572,11920,12232,12596
65000100042,5789,6086,6278,6518,7380,8120,9190,10087,10718,11375,12309
65000060060,10179,10254,10477,10616,10707,10967,11256,11395,11522,11739,12109
65000100021,9410,9916,10204,10338,10590,10697,11216,11347,11374,11325,11928
65000100012,8608,9254,9914,10515,10769,10957,11115,11508,11558,11702,11914
65000050002,5624,6467,7239,7841,8476,8859,9196,9756,10393,10783,11256
65000050050,8762,9172,9335,9445,9597,10012,10418,10793,10911,10978,11156
65000040062,10837,10906,10876,10818,10701,10641,10735,10951,10778,10803,11059
65000140006,11177,11050,11029,11019,11060,10926,10913,10915,10869,10945,11034
65000010044,10789,10889,10964,11031,11003,11010,11119,11071,10871,10855,10934
65000090009,8959,9141,9663,9890,9936,10129,10312,10506,10592,10703,10780
65000070026,8821,9086,9288,9588,9760,10012,10123,10256,10375,10423,10754
65000090008,10370,10418,10507,10655,10677,10686,10678,10658,10601,10488,10476
65000050075,9524,9605,9540,9482,9523,9471,9564,9847,9940,10145,10377
65000100035,7250,7547,7830,8430,8867,9080,9280,9628,9766,10005,10322
65000050064,4751,5084,5678,6187,6743,7213,7809,8282,9018,9394,10135
65000010098,10547,10500,10458,10473,10492,10438,10349,10355,10242,10146,10106
